id,label
421,cat
422,dog
423,ship
424,deer
425,ship
426,cat
427,cat
428,ship
429,automobile
430,frog
431,automobile
432,frog
433,airplane
434,airplane
435,cat
436,deer
437,automobile
438,truck
439,automobile
440,cat
441,frog
442,frog
443,horse
444,cat
445,cat
446,dog
447,horse
448,frog
449,airplane
450,airplane
451,bird
452,frog
453,airplane
454,ship
455,horse
456,airplane
457,deer
458,bird
459,bird
460,truck
461,automobile
462,bird
463,horse
464,dog
465,ship
466,airplane
467,cat
468,bird
469,dog
470,bird
471,horse
472,ship
473,frog
474,airplane
475,bird
476,dog
477,ship
478,horse
479,dog
480,deer
481,dog
482,ship
483,cat
484,ship
485,dog
486,airplane
487,cat
488,deer
489,ship
490,airplane
491,truck
492,frog
493,frog
494,cat
495,automobile
496,horse
497,automobile
498,frog
499,frog
500,frog
501,ship
502,dog
503,bird
504,deer
505,deer
506,dog
507,cat
508,frog
509,truck
510,cat
511,dog
512,automobile
513,frog
514,deer
515,frog
516,ship
517,airplane
518,ship
519,automobile
520,automobile
521,cat
522,dog
523,horse
524,truck
525,automobile
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,deer
533,bird
534,cat
535,dog
536,dog
537,dog
538,deer
539,truck
540,truck
541,truck
542,cat
543,deer
544,cat
545,frog
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,cat
555,frog
556,airplane
557,cat
558,ship
559,frog
560,bird
561,automobile
562,bird
563,frog
564,dog
565,airplane
566,airplane
567,horse
568,cat
569,cat
570,horse
571,ship
572,frog
573,cat
574,ship
575,deer
576,truck
577,truck
578,frog
579,ship
580,deer
581,frog
582,airplane
583,truck
584,ship
585,automobile
586,frog
587,deer
588,airplane
589,airplane
590,frog
591,horse
592,frog
593,deer
594,horse
595,frog
596,ship
597,frog
598,truck
599,cat
600,frog
601,truck
602,cat
603,bird
604,bird
605,automobile
606,automobile
607,bird
608,cat
609,horse
610,truck
611,deer
612,deer
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,deer
621,frog
622,deer
623,cat
624,ship
625,dog
626,automobile
627,ship
628,frog
629,horse
630,dog
631,ship
632,deer
633,truck
634,horse
635,horse
636,ship
637,deer
638,frog
639,airplane
640,cat
641,deer
642,frog
643,frog
644,cat
645,bird
646,automobile
647,cat
648,deer
649,frog
650,airplane
651,cat
652,automobile
653,dog
654,cat
655,deer
656,frog
657,deer
658,truck
659,deer
660,frog
661,dog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,bird
668,automobile
669,cat
670,cat
671,dog
672,horse
673,frog
674,airplane
675,horse
676,horse
677,dog
678,automobile
679,cat
680,cat
681,cat
682,cat
683,airplane
684,horse
685,dog
686,horse
687,cat
688,bird
689,deer
690,bird
691,bird
692,ship
693,deer
694,truck
695,automobile
696,automobile
697,cat
698,ship
699,ship
700,frog
701,cat
702,dog
703,truck
704,dog
705,deer
706,dog
707,frog
708,deer
709,bird
710,deer
711,ship
712,automobile
713,dog
714,deer
715,automobile
716,ship
717,bird
718,bird
719,cat
720,dog
721,truck
722,cat
723,dog
724,dog
725,airplane
726,cat
727,dog
728,deer
729,ship
730,dog
731,cat
732,cat
733,truck
734,cat
735,frog
736,automobile
737,deer
738,horse
739,cat
740,ship
741,dog
742,dog
743,automobile
744,cat
745,airplane
746,airplane
747,deer
748,cat
749,dog
750,frog
751,automobile
752,ship
753,cat
754,deer
755,cat
756,truck
757,deer
758,cat
759,frog
760,automobile
761,frog
762,deer
763,deer
764,dog
765,airplane
766,ship
767,deer
768,cat
769,bird
770,ship
771,truck
772,deer
773,cat
774,cat
775,cat
776,horse
777,airplane
778,dog
779,bird
780,horse
781,truck
782,deer
783,truck
784,truck
785,frog
786,bird
787,cat
788,horse
789,bird
790,cat
791,deer
792,dog
793,cat
794,bird
795,cat
796,airplane
797,bird
798,frog
799,deer
800,airplane
801,cat
802,deer
803,cat
804,dog
805,airplane
806,automobile
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,dog
814,bird
815,bird
816,bird
817,frog
818,ship
819,dog
820,deer
821,dog
822,deer
823,dog
824,deer
825,bird
826,ship
827,cat
828,deer
829,cat
830,horse
831,automobile
832,bird
833,dog
834,ship
835,truck
836,deer
837,horse
838,dog
839,dog
840,bird
841,horse
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,frog
851,dog
852,dog
853,frog
854,cat
855,dog
856,frog
857,ship
858,frog
859,dog
860,airplane
861,automobile
862,automobile
863,cat
864,airplane
865,ship
866,deer
867,deer
868,bird
869,airplane
870,frog
871,airplane
872,horse
873,ship
874,bird
875,truck
876,frog
877,deer
878,cat
879,frog
880,ship
881,cat
882,frog
883,cat
884,cat
885,bird
886,frog
887,cat
888,bird
889,horse
890,cat
891,bird
892,dog
893,ship
894,automobile
895,cat
896,frog
897,cat
898,truck
899,ship
900,deer
901,dog
902,bird
903,horse
904,truck
905,cat
906,bird
907,frog
908,bird
909,airplane
910,bird
911,cat
912,frog
913,dog
914,cat
915,truck
916,airplane
917,bird
918,truck
919,cat
920,cat
921,cat
922,bird
923,airplane
924,automobile
925,frog
926,ship
927,airplane
928,cat
929,ship
930,truck
931,bird
932,ship
933,dog
934,horse
935,horse
936,truck
937,frog
938,automobile
939,automobile
940,airplane
941,airplane
942,truck
943,truck
944,airplane
945,horse
946,bird
947,cat
948,truck
949,frog
950,deer
951,dog
952,airplane
953,dog
954,cat
955,bird
956,truck
957,ship
958,deer
959,automobile
960,cat
961,frog
962,automobile
963,deer
964,airplane
965,cat
966,dog
967,cat
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,bird
974,bird
975,frog
976,deer
977,deer
978,deer
979,truck
980,dog
981,deer
982,deer
983,ship
984,cat
985,cat
986,bird
987,cat
988,cat
989,cat
990,cat
991,automobile
992,ship
993,cat
994,automobile
995,bird
996,cat
997,truck
998,ship
999,horse
1000,deer
1001,dog
1002,airplane
1003,dog
1004,airplane
1005,ship
1006,cat
1007,ship
1008,automobile
1009,automobile
1010,dog
1011,bird
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,horse
1022,frog
1023,bird
1024,frog
1025,deer
1026,deer
1027,deer
1028,cat
1029,bird
1030,deer
1031,horse
1032,dog
1033,deer
1034,cat
1035,bird
1036,bird
1037,cat
1038,truck
1039,dog
1040,airplane
1041,cat
1042,deer
1043,dog
1044,bird
1045,deer
1046,frog
1047,airplane
1048,horse
1049,cat
1050,cat
1051,bird
1052,dog
1053,dog
1054,frog
1055,bird
1056,frog
1057,cat
1058,bird
1059,bird
1060,horse
1061,frog
1062,truck
1063,truck
1064,automobile
1065,cat
1066,deer
1067,bird
1068,deer
1069,airplane
1070,cat
1071,cat
1072,dog
1073,horse
1074,frog
1075,ship
1076,truck
1077,dog
1078,frog
1079,cat
1080,deer
1081,bird
1082,truck
1083,deer
1084,ship
1085,ship
1086,ship
1087,horse
1088,deer
1089,bird
1090,bird
1091,cat
1092,ship
1093,truck
1094,ship
1095,bird
1096,truck
1097,bird
1098,dog
1099,bird
1100,truck
1101,dog
1102,airplane
1103,cat
1104,bird
1105,truck
1106,ship
1107,airplane
1108,truck
1109,truck
1110,ship
1111,bird
1112,horse
1113,ship
1114,truck
1115,deer
1116,cat
1117,automobile
1118,deer
1119,airplane
1120,horse
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,truck
1128,frog
1129,truck
1130,deer
1131,deer
1132,deer
1133,dog
1134,frog
1135,ship
1136,bird
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,cat
1150,deer
1151,ship
1152,frog
1153,bird
1154,bird
1155,horse
1156,cat
1157,dog
1158,automobile
1159,dog
1160,frog
1161,dog
1162,airplane
1163,deer
1164,frog
1165,ship
1166,bird
1167,deer
1168,automobile
1169,dog
1170,ship
1171,dog
1172,truck
1173,ship
1174,deer
1175,dog
1176,deer
1177,dog
1178,ship
1179,dog
1180,deer
1181,frog
1182,deer
1183,automobile
1184,deer
1185,automobile
1186,bird
1187,dog
1188,dog
1189,bird
1190,frog
1191,cat
1192,airplane
1193,automobile
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,frog
1201,truck
1202,bird
1203,deer
1204,deer
1205,horse
1206,dog
1207,dog
1208,cat
1209,dog
1210,bird
1211,cat
1212,truck
1213,truck
1214,truck
1215,ship
1216,deer
1217,dog
1218,ship
1219,bird
1220,automobile
1221,deer
1222,ship
1223,dog
1224,dog
1225,automobile
1226,automobile
1227,frog
1228,cat
1229,automobile
1230,cat
1231,dog
1232,deer
1233,horse
1234,automobile
1235,automobile
1236,bird
1237,cat
1238,dog
1239,cat
1240,deer
1241,dog
1242,deer
1243,ship
1244,airplane
1245,cat
1246,ship
1247,deer
1248,airplane
1249,horse
1250,airplane
1251,truck
1252,deer
1253,airplane
1254,ship
1255,automobile
1256,cat
1257,bird
1258,cat
1259,ship
1260,automobile
1261,deer
1262,bird
1263,deer
1264,deer
1265,truck
1266,frog
1267,cat
1268,ship
1269,truck
1270,dog
1271,dog
1272,airplane
1273,ship
1274,deer
1275,cat
1276,frog
1277,deer
1278,dog
1279,ship
1280,dog
1281,cat
1282,ship
1283,airplane
1284,deer
1285,truck
1286,dog
1287,deer
1288,horse
1289,dog
1290,cat
1291,automobile
1292,frog
1293,deer
1294,automobile
1295,truck
1296,deer
1297,truck
1298,deer
1299,airplane
1300,cat
1301,automobile
1302,airplane
1303,deer
1304,cat
1305,horse
1306,frog
1307,deer
1308,airplane
1309,airplane
1310,frog
1311,automobile
1312,dog
1313,cat
1314,deer
1315,deer
1316,automobile
1317,frog
1318,truck
1319,cat
1320,frog
1321,dog
1322,dog
1323,airplane
1324,cat
1325,horse
1326,airplane
1327,cat
1328,automobile
1329,automobile
1330,airplane
1331,automobile
1332,ship
1333,truck
1334,truck
1335,dog
1336,cat
1337,bird
1338,bird
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,deer
1344,airplane
1345,truck
1346,deer
1347,ship
1348,airplane
1349,horse
1350,deer
1351,dog
1352,cat
1353,bird
1354,cat
1355,cat
1356,truck
1357,horse
1358,frog
1359,dog
1360,dog
1361,automobile
1362,frog
1363,deer
1364,deer
1365,deer
1366,frog
1367,truck
1368,dog
1369,frog
1370,automobile
1371,dog
1372,deer
1373,deer
1374,dog
1375,cat
1376,ship
1377,ship
1378,horse
1379,dog
1380,frog
1381,ship
1382,horse
1383,ship
1384,cat
1385,truck
1386,deer
1387,airplane
1388,deer
1389,deer
1390,truck
1391,bird
1392,cat
1393,deer
1394,ship
1395,dog
1396,cat
1397,cat
1398,truck
1399,airplane
1400,ship
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,cat
1407,cat
1408,frog
1409,bird
1410,cat
1411,deer
1412,truck
1413,automobile
1414,bird
1415,truck
1416,airplane
1417,ship
1418,deer
1419,cat
1420,bird
1421,truck
1422,ship
1423,frog
1424,cat
1425,airplane
1426,frog
1427,bird
1428,cat
1429,bird
1430,dog
1431,bird
1432,automobile
1433,truck
1434,bird
1435,automobile
1436,dog
1437,frog
1438,horse
1439,dog
1440,dog
1441,automobile
1442,ship
1443,deer
1444,cat
1445,automobile
1446,frog
1447,deer
1448,bird
1449,deer
1450,airplane
1451,airplane
1452,ship
1453,bird
1454,cat
1455,dog
1456,cat
1457,airplane
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,cat
1464,ship
1465,airplane
1466,automobile
1467,truck
1468,deer
1469,deer
1470,cat
1471,dog
1472,bird
1473,frog
1474,bird
1475,bird
1476,cat
1477,bird
1478,truck
1479,truck
1480,deer
1481,dog
1482,dog
1483,airplane
1484,ship
1485,dog
1486,deer
1487,dog
1488,cat
1489,truck
1490,horse
1491,airplane
1492,dog
1493,dog
1494,dog
1495,frog
1496,airplane
1497,dog
1498,ship
1499,ship
1500,truck
1501,ship
1502,deer
1503,ship
1504,automobile
1505,horse
1506,bird
1507,airplane
1508,cat
1509,deer
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,automobile
1516,frog
1517,automobile
1518,airplane
1519,bird
1520,airplane
1521,deer
1522,ship
1523,ship
1524,bird
1525,automobile
1526,deer
1527,bird
1528,bird
1529,dog
1530,deer
1531,automobile
1532,ship
1533,bird
1534,dog
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,ship
1542,frog
1543,dog
1544,deer
1545,truck
1546,cat
1547,deer
1548,automobile
1549,cat
1550,deer
1551,dog
1552,truck
1553,automobile
1554,dog
1555,bird
1556,deer
1557,bird
1558,automobile
1559,bird
1560,deer
1561,deer
1562,deer
1563,dog
1564,cat
1565,horse
1566,cat
1567,deer
1568,cat
1569,cat
1570,cat
1571,cat
1572,ship
1573,truck
1574,deer
1575,cat
1576,ship
1577,truck
1578,airplane
1579,automobile
1580,cat
1581,deer
1582,frog
1583,ship
1584,ship
1585,airplane
1586,frog
1587,cat
1588,frog
1589,bird
1590,airplane
1591,deer
1592,cat
1593,cat
1594,cat
1595,deer
1596,automobile
1597,cat
1598,bird
1599,dog
1600,airplane
1601,deer
1602,truck
1603,dog
1604,frog
1605,bird
1606,horse
1607,ship
1608,horse
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,cat
1616,bird
1617,cat
1618,bird
1619,bird
1620,truck
1621,ship
1622,frog
1623,ship
1624,automobile
1625,truck
1626,ship
1627,dog
1628,dog
1629,deer
1630,cat
1631,automobile
1632,deer
1633,airplane
1634,bird
1635,truck
1636,cat
1637,truck
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,frog
1643,cat
1644,horse
1645,truck
1646,cat
1647,truck
1648,truck
1649,cat
1650,automobile
1651,horse
1652,deer
1653,bird
1654,cat
1655,deer
1656,bird
1657,automobile
1658,frog
1659,airplane
1660,cat
1661,cat
1662,truck
1663,ship
1664,ship
1665,cat
1666,cat
1667,automobile
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,deer
1674,frog
1675,truck
1676,truck
1677,cat
1678,deer
1679,deer
1680,cat
1681,airplane
1682,ship
1683,truck
1684,airplane
1685,frog
1686,cat
1687,airplane
1688,airplane
1689,ship
1690,automobile
1691,cat
1692,dog
1693,bird
1694,horse
1695,bird
1696,cat
1697,ship
1698,automobile
1699,ship
1700,deer
1701,airplane
1702,cat
1703,airplane
1704,dog
1705,cat
1706,bird
1707,truck
1708,dog
1709,deer
1710,automobile
1711,horse
1712,bird
1713,truck
1714,dog
1715,deer
1716,airplane
1717,truck
1718,horse
1719,bird
1720,ship
1721,frog
1722,truck
1723,cat
1724,deer
1725,frog
1726,ship
1727,cat
1728,cat
1729,dog
1730,deer
1731,truck
1732,truck
1733,deer
1734,automobile
1735,cat
1736,truck
1737,cat
1738,bird
1739,airplane
1740,bird
1741,ship
1742,airplane
1743,frog
1744,cat
1745,airplane
1746,automobile
1747,deer
1748,cat
1749,cat
1750,bird
1751,automobile
1752,airplane
1753,cat
1754,truck
1755,frog
1756,dog
1757,truck
1758,truck
1759,airplane
1760,dog
1761,airplane
1762,ship
1763,airplane
1764,frog
1765,frog
1766,deer
1767,ship
1768,airplane
1769,bird
1770,deer
1771,cat
1772,truck
1773,deer
1774,cat
1775,bird
1776,truck
1777,cat
1778,dog
1779,cat
1780,bird
1781,truck
1782,bird
1783,dog
1784,deer
1785,dog
1786,automobile
1787,truck
1788,automobile
1789,bird
1790,deer
1791,dog
1792,truck
1793,ship
1794,truck
1795,deer
1796,truck
1797,dog
1798,airplane
1799,frog
1800,cat
1801,cat
1802,cat
1803,bird
1804,dog
1805,automobile
1806,cat
1807,dog
1808,truck
1809,automobile
1810,frog
1811,horse
1812,horse
1813,horse
1814,airplane
1815,deer
1816,deer
1817,dog
1818,airplane
1819,deer
1820,dog
1821,bird
1822,deer
1823,dog
1824,cat
1825,truck
1826,deer
1827,bird
1828,bird
1829,bird
1830,automobile
1831,automobile
1832,bird
1833,airplane
1834,truck
1835,bird
1836,cat
1837,cat
1838,horse
1839,cat
1840,bird
1841,deer
1842,deer
1843,cat
1844,horse
1845,deer
1846,bird
1847,dog
1848,deer
1849,deer
1850,dog
1851,cat
1852,frog
1853,automobile
1854,ship
1855,cat
1856,cat
1857,frog
1858,horse
1859,ship
1860,cat
1861,horse
1862,truck
1863,cat
1864,frog
1865,deer
1866,frog
1867,deer
1868,ship
1869,cat
1870,deer
1871,airplane
1872,deer
1873,dog
1874,airplane
1875,dog
1876,deer
1877,ship
1878,airplane
1879,dog
1880,dog
1881,deer
1882,airplane
1883,bird
1884,cat
1885,bird
1886,automobile
1887,automobile
1888,deer
1889,horse
1890,cat
1891,dog
1892,automobile
1893,automobile
1894,automobile
1895,airplane
1896,airplane
1897,dog
1898,deer
1899,automobile
1900,bird
1901,cat
1902,cat
1903,airplane
1904,ship
1905,deer
1906,deer
1907,truck
1908,dog
1909,truck
1910,truck
1911,frog
1912,dog
1913,automobile
1914,dog
1915,truck
1916,dog
1917,deer
1918,bird
1919,ship
1920,cat
1921,cat
1922,ship
1923,dog
1924,dog
1925,bird
1926,airplane
1927,cat
1928,dog
1929,bird
1930,cat
1931,ship
1932,airplane
1933,truck
1934,deer
1935,horse
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,dog
1946,cat
1947,ship
1948,deer
1949,deer
1950,dog
1951,horse
1952,bird
1953,deer
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,dog
1960,airplane
1961,deer
1962,deer
1963,dog
1964,bird
1965,truck
1966,cat
1967,automobile
1968,truck
1969,bird
1970,ship
1971,truck
1972,frog
1973,cat
1974,ship
1975,cat
1976,bird
1977,bird
1978,automobile
1979,frog
1980,airplane
1981,truck
1982,dog
1983,truck
1984,airplane
1985,deer
1986,ship
1987,horse
1988,bird
1989,bird
1990,airplane
1991,frog
1992,dog
1993,airplane
1994,truck
1995,frog
1996,truck
1997,automobile
1998,bird
1999,bird
2000,automobile
2001,deer
2002,bird
2003,ship
2004,bird
2005,dog
2006,deer
2007,ship
2008,cat
2009,dog
2010,automobile
2011,dog
2012,dog
2013,horse
2014,cat
2015,bird
2016,cat
2017,cat
2018,deer
2019,ship
2020,airplane
2021,airplane
2022,cat
2023,deer
2024,horse
2025,deer
2026,truck
2027,bird
2028,cat
2029,airplane
2030,horse
2031,deer
2032,horse
2033,deer
2034,bird
2035,ship
2036,ship
2037,automobile
2038,cat
2039,truck
2040,deer
2041,frog
2042,deer
2043,deer
2044,ship
2045,deer
2046,cat
2047,dog
2048,dog
2049,cat
2050,truck
2051,dog
2052,bird
2053,bird
2054,horse
2055,frog
2056,airplane
2057,automobile
2058,deer
2059,cat
2060,cat
2061,deer
2062,frog
2063,dog
2064,bird
2065,cat
2066,truck
2067,ship
2068,truck
2069,frog
2070,cat
2071,cat
2072,bird
2073,deer
2074,deer
2075,deer
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,bird
2083,bird
2084,airplane
2085,dog
2086,horse
2087,bird
2088,dog
2089,truck
2090,frog
2091,dog
2092,deer
2093,dog
2094,truck
2095,horse
2096,dog
2097,cat
2098,deer
2099,ship
2100,ship
2101,horse
2102,airplane
2103,ship
2104,bird
2105,frog
2106,automobile
2107,airplane
2108,truck
2109,automobile
2110,cat
2111,cat
2112,horse
2113,frog
2114,truck
2115,automobile
2116,deer
2117,cat
2118,frog
2119,ship
2120,cat
2121,horse
2122,ship
2123,cat
2124,truck
2125,truck
2126,bird
2127,ship
2128,ship
2129,ship
2130,automobile
2131,cat
2132,horse
2133,dog
2134,ship
2135,cat
2136,cat
2137,deer
2138,cat
2139,bird
2140,horse
2141,deer
2142,deer
2143,dog
2144,bird
2145,automobile
2146,frog
2147,bird
2148,cat
2149,frog
2150,truck
2151,truck
2152,cat
2153,automobile
2154,airplane
2155,ship
2156,cat
2157,horse
2158,ship
2159,truck
2160,cat
2161,frog
2162,automobile
2163,ship
2164,ship
2165,frog
2166,frog
2167,cat
2168,cat
2169,airplane
2170,cat
2171,ship
2172,dog
2173,bird
2174,cat
2175,dog
2176,bird
2177,cat
2178,cat
2179,automobile
2180,cat
2181,frog
2182,ship
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,cat
2189,dog
2190,cat
2191,deer
2192,frog
2193,bird
2194,automobile
2195,cat
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,horse
2204,ship
2205,horse
2206,ship
2207,truck
2208,dog
2209,airplane
2210,bird
2211,frog
2212,airplane
2213,cat
2214,automobile
2215,truck
2216,ship
2217,ship
2218,automobile
2219,bird
2220,automobile
2221,truck
2222,automobile
2223,cat
2224,cat
2225,dog
2226,automobile
2227,airplane
2228,cat
2229,cat
2230,deer
2231,dog
2232,dog
2233,ship
2234,airplane
2235,deer
2236,airplane
2237,cat
2238,frog
2239,ship
2240,horse
2241,ship
2242,automobile
2243,automobile
2244,horse
2245,cat
2246,cat
2247,frog
2248,ship
2249,dog
2250,dog
2251,cat
2252,horse
2253,dog
2254,ship
2255,truck
2256,ship
2257,ship
2258,ship
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,bird
2264,frog
2265,bird
2266,airplane
2267,dog
2268,horse
2269,horse
2270,frog
2271,deer
2272,ship
2273,automobile
2274,cat
2275,horse
2276,bird
2277,truck
2278,ship
2279,ship
2280,bird
2281,bird
2282,cat
2283,deer
2284,dog
2285,frog
2286,horse
2287,truck
2288,bird
2289,ship
2290,frog
2291,cat
2292,cat
2293,deer
2294,truck
2295,cat
2296,cat
2297,cat
2298,airplane
2299,truck
2300,cat
2301,deer
2302,horse
2303,bird
2304,ship
2305,deer
2306,airplane
2307,dog
2308,cat
2309,ship
2310,cat
2311,airplane
2312,frog
2313,dog
2314,ship
2315,truck
2316,ship
2317,cat
2318,ship
2319,cat
2320,bird
2321,deer
2322,deer
2323,dog
2324,frog
2325,cat
2326,dog
2327,automobile
2328,frog
2329,cat
2330,bird
2331,cat
2332,automobile
2333,bird
2334,automobile
2335,cat
2336,cat
2337,deer
2338,cat
2339,airplane
2340,cat
2341,bird
2342,bird
2343,automobile
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,cat
2350,cat
2351,dog
2352,frog
2353,deer
2354,bird
2355,deer
2356,cat
2357,cat
2358,cat
2359,deer
2360,airplane
2361,deer
2362,frog
2363,automobile
2364,deer
2365,airplane
2366,truck
2367,deer
2368,truck
2369,cat
2370,ship
2371,horse
2372,cat
2373,ship
2374,cat
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,cat
2380,truck
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,bird
2386,airplane
2387,airplane
2388,automobile
2389,bird
2390,deer
2391,bird
2392,automobile
2393,truck
2394,ship
2395,deer
2396,horse
2397,deer
2398,bird
2399,cat
2400,ship
2401,automobile
2402,bird
2403,truck
2404,bird
2405,deer
2406,cat
2407,automobile
2408,automobile
2409,ship
2410,frog
2411,cat
2412,ship
2413,cat
2414,frog
2415,automobile
2416,automobile
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,deer
2423,horse
2424,truck
2425,cat
2426,ship
2427,frog
2428,bird
2429,truck
2430,deer
2431,horse
2432,truck
